lang_id,text
zul,ukukhokhwa kwenzuzo yokuyobelethe umqondisi -jikelele kufanele akhokhe imali yezunzo yokubeletha kulowo msebenzi obefaka imali esikhwameni ehhovisini lapho afaka khona isicelo noma iliphi elinye ihhovisi elikhethwe yilowo ofake isicelo ngesikhathi efaka esicelo
afr,in n geval waar die teenparty nie dadelik aan die beslissing kan voldoen nie sal die hof sy nansiële posisie en vermoë om die skuld en kostes te delg ondersoek en daarvolgens n bevel vir die betaling uitreik
afr,prof attie gerber van die skool vir kommunikasiestudies gaan saam met n uitgelese groep internasionale filmmakers -kenners en bedryfsleiers dokumentêre films beoordeel wat vir die jaarlikse wild talk filmfees in durban ingeskryf word
sot,molatoane radiopane e ne e le monna wa modumedi ya neng a ena le tjhebelopele le ditoro tsa ho ikahela bokamoso bo tjhabileng o ile a arohana le mofumahadi wa hae ka selemo sa a tloha thabalesobo ho leba limpopo ho ya batla mosebetsi
eng,but we have not surrendered our destiny to the oft-chill winds of the world we cannot we must not we must ensure we are able to reap the benefits of the international community while managing the risks that come with this
nso,ge e le gore ngongorego ya gago e ama bašomi ba kgorotsheko go fa mohlala bangwaledi goba ditoloki o ka ngwala go kgopela go bona molaodi wa kgorotsheko ge o sa kgotsofalele thušo ya molaodi wa kgorotsheko o ka ngwalela molaodimogolwane wa taolo ya ditirelo tša kgorotsheko goba molaodi-pharephare
ven,muthu muwe na muwe a nga ita khumbelo kha minisia ya uri hu khethiwe muthu ane a o tshimbidza bindu a muthu o waliswaho nga murahu ha u khethwa ha muthu wa u langa bindu o ambiwaho nga hao kha khethekanyo hukhu ya
nbl,lo gade angusinethi ongakakhethwa ukuba ilunga elithunyelwe ngokuzeleko emkhandlwini wenarha wamaphrovinsi ulungelwa ukuba ilunga lesibethamthetho sephrovinsi enyulwakiso ukuba isinethi ngokulandela isigaba somthethosisekelo ogadungileko
sot,palamente mosebetsing wa yona wa phethahatso ho etsa melao e fetisitse melao e mengata jwaloka molao wa wa phano ya matla a moruo ka ho otloloha ho batho batsho molao wa wa ntshetsopele ya bokgoni le molao wa tekatekano ya mesebetsi
nbl,nayikuthi ilwazi liyafuneka ngeemfuno zamambala esilwaneni esithileko namkha emkhiqizweni othileko amakhophi womhlobo wemvumo yokuletha ngenarheni yokwelatjhwa kweenlwana kanye nesitifikhethi sezamaphilo sokwelatjhwa kweenlwana zingafunyanwa e-ofisini lemvumo
tsn,monongwaga palamente ya rephaboliki ya aforika borwa e tla tshwara puisano ya aforika ka di motsheganong e e tla latelwang ke ngangisano ka di motsheganong ka morero wa ntšhafatso tsweletso le le kago ya aforika go keteka letsatsi la aforika
afr,vraag kan mens met miv besmet word deur n persoon met miv en vigs te omhels eetgerei te deel badhandoeke te deel openbare toilette te gebruik deur n hond gebyt te word deur n muskietbyt of deur saam met iemand te werk wat miv en vigs het
zul,uxhaso lwezimali okuhloswe ngalo ukulungisa okungenzeki ngendlela okwadalwa yizinqubomgomo zakuqala ezazibekwe wuhulumeni okufaka nokuhlela uxhaso lwezimali okubhekelwe ekuqalisweni kokusebenza kwezinhlelo zikahulumeni owedlule
ven,kha vha ḓivhe hezwi a vha nga ḓo ita ndingo ya ḽaisentsi ya u ḓiraiva vha ḓo itwa ndingo ya maṱo arali maṱo a vho o no vha na thaidzo u bva tshe vha wana ḽaisentsi hu ḓo vha na ṱho ḓea dzi no ḓo vheiwa kha ḽaisentse yavho ntswa
ven,thendelo ya dzilafho i ṋewa muthu ane a si vhe mudzulapo wa afrika tshipembe a ṱo ḓaho u lafhiwa afrika tshipembe thendelo ya dzilafho i mulayoni tshifhinga tsha miṅwedzi ya rathi khumbelo dzi nga itwa embasini kana mishinini wa afrika tshipembe
sot,molefi o ka be o sa ka wa itshwenya le ho itshwenya hoja o ne o tseba hore le tumedisonyana eo ya hao ha ke e hloke le ho e hloka eka o feroha dibete hore ke hlatse ha ke o sheba tjena mmadithatsana towe o a tswa mme o ba siya ba le jwalo
eng,in the elaboration of government policy since the rdp objectives have been elaborated upon to include more specific priorities of different clusters and depar tments after the policy objectives of government were consolidated into the priorities of the five cabinet clusters see annexure i
sot,nakong ya mosebetsi o mongata wa lehlabula hangata ke semphete-ke-o-fete moo sepheo e leng ho phetha mosebetsi ohle nakong e sa ntseng e le teng haholoholo sehleng sena se sa tswa feta sa hlabula dipula di diehile ho na mme ka hoo nakonyana e bileng teng e bile ya bohlokwa haholo
zul,umphakathi wase-africa kanye nabatshali mali abazimele bahlela ukuhlinzeka ngezimali imigaqo engothela wayeka ama-hydro-power dam kanye nezinye izingqalasizinda ngokusebenzisa isikhwama sezwekazi lonke esifaka imali engukheshi ngemuva kokuphokophelwe okuyi-afrika ebumbene
afr,dit is n baie breë plan wat aandui wat beplan is om op die plaas te produseer oor die langtermyn - tot vyf jaar of selfs langer beplan byvoorbeeld om hektaar kontantgewasse per jaar te produseer om vleis van die veld af te produseer en braaikuikens te produseer
nbl,njengelunga elivunyelweko lelabhorathri lehlangano yeentjhabatjhaba yokuhlolwa kwembewu istetjhi sangokomthetho sokuhlolwa kwembewu somnyango wezokulima sigunyazwe ukunikela ngeentifikhethi zeentjhabatjhaba zokuhlolwa kwembewu
afr,as jy n gestremdheid het kan jy by die munisipaliteit aansoek doen vir n parkeerskyfie vir gestemdes die skyfie laat jou toe om in aangewese parkeerplekke vir gestremdes te parkeer en skeld jou in sekere omstandighede vry van parkeerreëls
tsn,e tshwanetse ya ithutiwa ka go anama le go tsenelela go go golang mo dinyageng di le nne gape e tshwanetse ya bo e theilwe mo godimo ga bonnye jwa dithuto di le pedi tsa motheo wa tsa bonetetshi jwa tsa tlhago tsa fisika tsa maemo- khemesitiri matematekisi le kgotsa baeoloji
eng,whose registration was made in error or on information subsequently proved to be false or who prior to registration has been guilty of improper conduct because of which the registered auditor is in the opinion of the regulatory board not a fit and proper person to be registered
ven,khethekanyo dza na dze dza ḓivhadzwa mulayo wa khovhekano ya ifa hu si na thendelo ya khovhekano wa vhu wa ṅwaha wa we wa khwinifhadzwa nga mulayo wa khwinifhadzo ya ifa wa vhu wa wonoyu mulayo wo thoma u shuma nga a tshimedzi
tso,eka vamasipala vo tala xikongomelo xikulu xo lulamisela ti-idp handle ko vula leswaku i xilaveko xa nawu nongonoko wa tiprojeke ta vuhlayisi bya timali to huma ematikweni ya le handle ngopfu-ngopfu timali to lunghisa mapatu hi dplg
afr,die potchefstroomkampus het ook ses internasionale patentaansoeke ingedien onder die vaandel van die patente-samewerkingsverdrag psv met die internasionale buro van die wêreld intellektuele-eiendom-organisasie wieo in genève switserland
eng,the head of an interception centre may exercise the powers and must perform the functions and carry out the duties conferred upon assigned to or imposed upon him or her by the director or under this act subject to the control and directions of the director
ven,mbekanyo dzi re afho fhasi dzi khou nweledza u tholwa ha vhathu vha nna kha muhasho u ya nga khethekanyo na nga mishumo ya ndeme kana mihulwane mbekanyo dzi dovha hafhu dza nweledza tshanduko dzo vha ho hone kha hanganyelogue ya vhashumi vha u bva nna kha khethekanyo iwe na iwe ya muholo
xho,umlawuli-jikelele uya kuthatha amanyathelo angawo ukuqinisekisa ukuba kukho ukubonisana okukuko phakathi kwabalawuli namalungu kwaye kukho iinzame zokuba kufikelelwe ekuqondweni kwemibandela ekubhekiswe kuyo kummiselo we- kunye namalungu okanye namalungu abameleyo kwiqumrhu lokubonisana
tso,ntsengo hikwawo wa miholo leyi nga hakeriwa vatirhi hikwawo ku nga katsiwi valawuri kumbe swirho swa khamphani kumbe close corporation ku fikela eka ntsengo wa r hi munhu eka nkarhi lowu nga laha henhla languta
nso,dsw e hlabolla lefelo la bofologelo e le go hlohleletša mafelo a go reka ka morago bo šomiša didirišwa tše di lahlilwego gape le gape le go thekga maitekelo a gae a go olela ditlakalo gore di šomišwe gape
nso,bontšha mabokgoni a motheo mo mehutangwalweng ye e hlaotšwego mohlala go tšweletša tikologo le thulaganyo tša dikanegelo go laola morethetho le morumokwano mo thetong go diriša polelo ya mehleng ditaelong tše bonolo go bontšha tatelano ya ditshepedišo
nbl,zobukghwari amasiko nelimi emphakathini iimfundobandulo ezimbili zesitjhaba ezabanjwa ngo-apreli nango-oktoba ka- okungiwo enza bona i-dac inikele nge-r emahlelweni wokusekela emasentheni wezobukghwari womphakathi ngo-
zul,esiyisiphakamiso ngokwakhe enkantolo ephakeme afune isinqumo sokumisa noma ukuchitha ilayisense uma kunesizathu esivumela lokho kumisa noma ukuhoxisa njengokwehluleka konelayisense ukwakha ukusebenza noma ukuhweba ngokokukhishelwe ilayisense
ven,ḽaisentsi ya u reila ya nnḓa i tea u vha i mulayoni nga ḓuvha ḽa u shandukiswa nahone i tea u ṅwalwa nga iṅwe ya nyambo dza tshiofisi dza afrika tshipembe arali zwi songo ralo khumbelo i tea u vha na ṱhalutshedzo yo ṋekedzwaho nga ofisi yo teaho
tso,nhlamulo ahi swona ku na tindlela tinwana xikombiso nhlengeletano kumbe xivijo xa timhaka to hambana hambana to fana na mpimanyeto wa lembe tikomiti ta waditifanele tiendla leswaku vaaka tiko na tiwadi ta vona va tiva kumbe ku lemukisiwa hitindlela leti
eng,consideration of report of portfolio committee on economic development on public hearings on the small medium and micro enterprise s access to funding announcements tablings and committee reports april p
xho,iinkqubo zeemvavanyo ezijoliswe kubemi bamazwe ngamazwe kwihlabathi lonke jikelele zibonakalise ukwehla kweemeko ezintsha zokuhlaselwa kwamanina ngumhlaza wesibeleko nakwiimeko apho ezi nkqubo zingakhange zigqibelele ngokomgangatho
zul,ukuhlinzeka ngokwesekwa kokuphathwa ekubumbeni iqhaza komphakathi zokubhekana nokuthuthukiswa kwezindawo zezikhungo ezingaphansi komnyango komhlaba emikhandlwini yendabuko komasipala nasezikhungweni zendabuko zasemakhaya
ssw,nobe kunjalo kute siciniseko sekutsi imiphumela yayo yonkhe imitamo ye-cbnrm lelandzela letinkhombandlela itawuba yimphumelelo inhloso lebalulekile kutsi letinkhombandlela nekuvisisa kwetfu kancono i-cbnrm kungaholela ekuphumeleleni futsi kunciphise ematfuba ekungaphumeleli kwemitamo
ven,hune ha vha ho tou humbulelwa muagasi wo shumiswaho nga khasiama mbalelano bii i fanela u sumbedza na uri mutengo wo badelwaho u munzhi nga khasiama nga tshifhinga tsha u humbulela honoho u fanela u dzheniswa kha akhaunthu ya khasiama
afr,isaac koop die plaas diyatalana van ha in en begin sy beroep as n produsent hy wou die hele plaas van ha koop maar was bang vir te veel skuld - die plaas is verdeel in twee en hy het een helfte gekoop in was hy in staat om n addisionele ha hoëpotensiaal bewerkbare grond naby hom te huur
eng,bis notwithstanding anything to the contrary in any law the provisions of subsections and of section six shall mutatis mutandis apply in respect of any legal proceedings or matters in which any such attorney or other person has been so instructed and employed
eng,economic growth in africa is expected to average this year and next year this is more than twice the average growth we achieved from to and marginally higher than the average for all developing countries
zul,c ungqongqoshe lapho kufaneleke khona uyoqinisekisa ukuthi leso naleso sikhungo esisibopho saso ngukuqeqesha enkonzweni yezisebenzi zikahulumeni nokuthi ukuqeqeshwa enkonzweni yezisebenzi zikahulumeni kuthola ukuvunyelwa yiziphathimandla zeziqu zaseningizimu afrika
nso,lapa la mošomi yoo a hlokagetšego ka baka la kotsi ya mošomong goba yoo a bolawago ke bolwetse bja mošomong le na le tokelo ya go humana hlatswadiatla go ya ka dikgonegišo tša coida mothwadi o swanetše go ba thuša go bega kgopelo ya bona gomme moo go kgonegago a fe leloko le lengwe la lapa mošomo
tso,ku ya hi vulawuri bya wa nawu muxaka wa nyiko ya wena wu hungutiwile ku ya eka ntsengo wa nhweti yinwana na yinwana ku sukela hi siku u amukeriwile eka instichuxini leyi nga ni kontiraka ni mfumo ku va ni vutihlamuleri lebyi hetisekeke ku hlayisa ni ku lulamisa vutshamo bya yona
xho,ipilisi yocwangciso-ntsapho olungxamisekileyo - ikwabizwa njengepilisi yasemva kobusuku bomcimbi le pilisi yocwangciso-ntsapho ingasetyenziswa kwiiyure nje ezingama- emva kokwabelana ngesondo ngaphandle kwezikhuselo ukunqanda ukukhulelwa
tsn,fa moalafadiruiwa a swetsa gore phologolo e e boletsweng mo molawaneng tlaleletso a e ka tlhabiwa kana ka tumalano ya tlhabiwa sekgoropa sa phologolo e e jalo se ya le tlhatlhobo ya morago ya nama go ya ka molawana
ven,muvhuso u khou dovha hafhu wa shumisa tshiphuga tsha òifhasi tsha u ṱuṱuwedza mveledziso kha masia a fanaho na mutakalo vhutsila na mvelele mitambo na vhuḓimvumvusi tsireledzo na vhutsireledzi na thekhinoḽodzhi dza zwa mafhungo na vhudavhidzani dziict
afr,die onlangse voorvalle van geweld teen kinders in die wes-kaap het daartoe gelei dat die departement van maatskaplike dienste en armoedeverligting so gou moontlik n program van aksie in werking gaan stel om kinders - een van ons samelewing se mees kwesbare sektore - te beskerm
ssw,injongo ye-wua kwenta kutsi basebentisi bemanti bakhone kubambisana futsi bahlanganise imitfombo yabo imali imitfombo yeluntfu nelwati kute bente ngemphumelelo lenkhulu imisebenti lehlobene nemanti ema-wua anendzima lebalulekile lekumele ayidlale ekucedzeni buphuya nekuniketa kuvikeleka ngekwekudla
tsn,fa a diragatsa dithata tsa gagwe go ya ka mabaka a molao o motlhatlhobi o nna le maemo a motlhankedi yo o tshegetsang kagiso jaaka a tlhalositswe mo karolong ya bo ya molao o o kgatlhanong le bosenyi wa molao wa nomoro ya bo wa
nbl,aco- isitofu yenza isiqiniseko sokobana amapladakho akakavulelwa phezulu ngasikhathi sinye kukuhlakanipha ukuvulela amapladakho abe phasi ngomlilo ngemva kobana ipoto sele ibilile ungathomi usebenzise iplada njengehitara ngombana lizakudlela igezi enengi khulu
afr,tegnies verbreek die huurder die kontrak verwys na die verbrekingsklousule in die kontrak of in die geval van n mondelingse ooreenkoms die voorwaardes waaroor ooreengekom is vir beëindiging en tree daarvolgens op
ven,tshavhuvhili ndi madzina a fhethu ane a ṱoḓa tshumisano mavunḓuni oṱhe uri ri kone u vha na mudzi wa tshanduko dzine ra dzi dzinginya ri ḓo rwela ṱari tshumisano iyo hu si kale nahone ri ḓo dededzwa nga south african geographical names council na komiti dzayo dza mavunḓu
ven,vhathu vha mahayani a vha koni u bambela ngauri a hu na mabambelo avhuḓi ane vha nga gudela khao vhathu vha dziḓoroboni ndi vhone vhane vha konesa u bambela ngauri hu na mabambelo e vha fhaṱelwa ane musi tsho limuwa vha ya vha ḓimvumvusa hone
nbl,amarherho wabo ngikhetheni ethule ihlangano azakumumatha ngokuzeleko amabizo angadluli inani labong khetheni elilingana nenani leenhlalo ekorweni yepalamende ekulu begodu elinye nelinye irherho lizakumumatha amagama lawo ngendlela yokulandelana ezabe iquntwe yihlangano
tso,accelerated and shared growth initiative for south africa asgisa - ku hunguta vusweti na mpfumaleko wa ntirho hi ku kula ka ikhonomi swi fanele ku fika eka hi lembe ku suka hi ku fika hi na ku fika hi asgisa yi langutana na ku hlula swilo leswi yimisaka ku kula ka ikhonomi
sot,ka palo e fetang milione ya baamohedi ba ngodisitsweng gems jwale e sireletsa tsa batho ba aforikaborwa ha o nahana hore tsa ditho tsa gems di ne di sa sireletswa mehleng e fetileng ke ntho ya bohlokwa ho elellwa hore gems e kgothaleditse sekimi wa bongaka bathong ba ka bang dilemong tse tharo
tsn,mothapi o tshwanetse go netefatsa gore ngongorego e rarabololwa ka mokgwa o o lolameng wa go se tseye letlhakore lepe le ka mokgwa o o lekalekanang le gore moono wa molao le tolamo tsa tlhago di a obamelwa
afr,die wet soos gestipuleer in die wet op gelyke indiensneming wgi verbied die ontslag van werkers op grond van n werkers se miv en hiv status die wet verbied ook die toetsing van werkers sonder vooraf bemagtiging deur die arbeidshof
nbl,lokha nakinikelwa imvumo yokufikelela irikhodi umbawi kumele anikelwe imvumo ngelimi alinyulako nakube likhona nakube irikhodi alikho ngelimi alinyulako namkha umbawi akakatjho ilimi alenyulako irikhodi kumele linikelwe nanyana kungaliphi ilimi elivela ngalo
tso,leswi i swivutiso leswi swi tirhisaka ku hlahluva nkoka ni ntikelo wa mhaka nchumu swi katsa nhlahluvo mayelana na ntiyiso nkoka mavonelo ya munhu ya timhaka vutshembeki bya nchumu maehleketele yo hluteka na timhaka tin wana leti faneleke na ku amukeleka mayelana na swiboho ni swiendlo swo karhi
nbl,oletha ngenarheni wenza isibawo sesitifikhethi kanye nasele ngesikhathi somkhiqizo ngemva kwalokho inomboro efanako yesitifikhethi sokuletha ngenarheni ingasetjenziswa kuye ngokuthi isibumbeko okungaphakathi ubukhulu bebhodlelo nelebula yomkhiqizo ayitjhuguluki
tso,c wa titsongahata wa pfuna no kumeka hilaha swi kotekaka ha kona eka vutirheli bya yena eka vanhu u khoma vanhu tanihi vaxavi nkarhi hinkwawo lava nga na mfanelo yo kuma vukorhokeri bya xiyimo xa le henhla
nbl,ekungezeleleni kilomsebenzi esikhathi esizako sizakubeka phambili ukungenelela kumakholeji we-fet ama-seta ukunikelwa kweenkolo iinsetjenziswa ngohlukaniswe kathathu baphume embopheni zokubhadalisa iimali barhabise ukuthwasisela umsebenzi kubaphothuli beemfundo
